,city,latitude,longitude,date,cloudcover,dewpoint,pressure,uv_index,visibility
557,Kansas City,39.1034,-94.5831,2023-05-06,48.8,61.7,1007.6,10.0,9.3
558,Kansas City,39.1034,-94.5831,2023-05-07,1.4,63.9,1008.1,9.0,9.8
559,Kansas City,39.1034,-94.5831,2023-05-08,31.5,60.2,1009.9,9.0,9.9
560,Kansas City,39.1034,-94.5831,2023-05-09,12.3,57.4,1015.0,8.0,9.9
561,Kansas City,39.1034,-94.5831,2023-05-10,2.6,61.1,1014.1,9.0,9.9
562,Kansas City,39.1034,-94.5831,2023-05-11,67.7,62.9,1011.0,3.0,9.1
563,Kansas City,39.1034,-94.5831,2023-05-12,63.1,67.5,1010.2,6.0,9.9
564,Kansas City,39.1034,-94.5831,2023-05-13,9.0,62.8,1013.8,9.0,9.8
565,Kansas City,39.1034,-94.5831,2023-05-14,37.4,65.2,1019.3,9.0,9.9
566,Kansas City,39.1034,-94.5831,2023-05-15,94.4,60.1,1021.8,2.0,8.0
567,Kansas City,39.1034,-94.5831,2023-05-16,81.3,56.9,1016.4,6.0,8.5
568,Kansas City,39.1034,-94.5831,2023-05-17,29.5,52.5,1012.7,10.0,9.6
569,Kansas City,39.1034,-94.5831,2023-05-18,31.8,57.5,1012.9,10.0,8.7
570,Kansas City,39.1034,-94.5831,2023-05-19,59.1,55.1,1017.7,2.0,8.2
571,Kansas City,39.1034,-94.5831,2023-05-20,0.0,45.2,1023.3,10.0,9.9
572,Kansas City,39.1034,-94.5831,2023-05-21,1.4,50.0,1020.4,10.0,9.8
573,Kansas City,39.1034,-94.5831,2023-05-22,22.1,52.1,1017.2,10.0,9.8
574,Kansas City,39.1034,-94.5831,2023-05-23,3.3,51.6,1016.6,10.0,9.7
575,Kansas City,39.1034,-94.5831,2023-05-24,25.4,57.1,1017.1,9.0,9.9
576,Kansas City,39.1034,-94.5831,2023-05-25,12.9,58.0,1017.6,9.0,9.5
577,Kansas City,39.1034,-94.5831,2023-05-26,0.0,41.5,1021.1,10.0,9.9
578,Kansas City,39.1034,-94.5831,2023-05-27,0.1,41.4,1020.2,10.0,9.9
579,Kansas City,39.1034,-94.5831,2023-05-28,1.5,48.7,1016.6,10.0,9.9
580,Kansas City,39.1034,-94.5831,2023-05-29,27.0,54.9,1013.5,10.0,9.9
581,Kansas City,39.1034,-94.5831,2023-05-30,40.2,62.7,1012.1,10.0,9.9
582,Kansas City,39.1034,-94.5831,2023-05-31,35.1,64.4,1012.1,8.0,9.3
583,Kansas City,39.1034,-94.5831,2023-06-01,15.9,65.2,1013.2,10.0,9.9
584,Kansas City,39.1034,-94.5831,2023-06-02,11.4,64.7,1013.9,9.0,9.9
585,Kansas City,39.1034,-94.5831,2023-06-03,2.4,60.6,1012.8,10.0,9.9
586,Kansas City,39.1034,-94.5831,2023-06-04,8.8,59.2,1013.7,10.0,9.9
587,Kansas City,39.1034,-94.5831,2023-06-05,11.4,61.5,1015.2,10.0,9.9
588,Kansas City,39.1034,-94.5831,2023-06-06,16.8,61.5,1014.0,10.0,9.4
589,Kansas City,39.1034,-94.5831,2023-06-07,5.6,62.9,1009.7,10.0,9.4
590,Kansas City,39.1034,-94.5831,2023-06-08,30.1,61.5,1009.5,9.0,9.3
591,Kansas City,39.1034,-94.5831,2023-06-09,11.4,50.6,1011.0,10.0,9.9
592,Kansas City,39.1034,-94.5831,2023-06-10,78.9,61.3,1006.8,5.0,9.8
593,Kansas City,39.1034,-94.5831,2023-06-11,89.9,62.1,1008.8,4.0,8.9
594,Kansas City,39.1034,-94.5831,2023-06-12,9.3,51.5,1014.2,10.0,9.9
595,Kansas City,39.1034,-94.5831,2023-06-13,0.3,52.2,1010.8,10.0,9.9
596,Kansas City,39.1034,-94.5831,2023-06-14,7.1,55.4,1006.1,10.0,9.9
597,Kansas City,39.1034,-94.5831,2023-06-15,15.2,59.1,1007.3,10.0,9.9
598,Kansas City,39.1034,-94.5831,2023-06-16,10.7,60.5,1010.1,10.0,9.9
599,Kansas City,39.1034,-94.5831,2023-06-17,25.2,64.1,1010.6,10.0,9.9
600,Kansas City,39.1034,-94.5831,2023-06-18,35.9,64.2,1005.5,7.0,9.1
601,Kansas City,39.1034,-94.5831,2023-06-19,0.1,64.0,1009.3,10.0,9.9
602,Kansas City,39.1034,-94.5831,2023-06-20,0.0,62.4,1012.4,10.0,9.9
603,Kansas City,39.1034,-94.5831,2023-06-21,3.5,62.6,1013.2,10.0,9.9
604,Kansas City,39.1034,-94.5831,2023-06-22,3.5,61.5,1014.1,10.0,9.9
605,Kansas City,39.1034,-94.5831,2023-06-23,16.8,62.5,1012.9,9.0,9.9
606,Kansas City,39.1034,-94.5831,2023-06-24,14.6,69.5,1008.3,9.0,9.9
607,Kansas City,39.1034,-94.5831,2023-06-25,0.0,56.5,1010.1,10.0,9.9
608,Kansas City,39.1034,-94.5831,2023-06-26,0.0,54.0,1012.2,10.0,9.7
609,Kansas City,39.1034,-94.5831,2023-06-27,1.4,59.0,1012.7,9.0,9.9
610,Kansas City,39.1034,-94.5831,2023-06-28,5.6,66.2,1007.6,9.0,9.9
611,Kansas City,39.1034,-94.5831,2023-06-29,5.2,71.0,1008.9,10.0,9.9
612,Kansas City,39.1034,-94.5831,2023-06-30,21.4,69.8,1010.8,9.0,9.9
613,Kansas City,39.1034,-94.5831,2023-07-01,37.8,67.6,1010.1,5.0,9.9
614,Kansas City,39.1034,-94.5831,2023-07-02,30.9,64.3,1010.8,10.0,9.9
615,Kansas City,39.1034,-94.5831,2023-07-03,0.3,62.3,1012.9,10.0,9.5
616,Kansas City,39.1034,-94.5831,2023-07-04,3.5,63.6,1012.3,10.0,9.7
617,Kansas City,39.1034,-94.5831,2023-07-05,50.2,66.5,1015.6,10.0,9.4
618,Kansas City,39.1034,-94.5831,2023-07-06,3.7,60.4,1017.8,9.0,9.9
619,Kansas City,39.1034,-94.5831,2023-07-07,40.5,61.6,1013.0,8.0,9.9
620,Kansas City,39.1034,-94.5831,2023-07-08,69.0,62.2,1013.3,7.0,9.9
621,Kansas City,39.1034,-94.5831,2023-07-09,11.8,59.0,1014.4,10.0,9.9
622,Kansas City,39.1034,-94.5831,2023-07-10,0.1,60.0,1013.4,10.0,9.9
623,Kansas City,39.1034,-94.5831,2023-07-11,10.8,68.0,1011.1,10.0,9.9
624,Kansas City,39.1034,-94.5831,2023-07-12,23.5,70.5,1009.0,10.0,9.9
625,Kansas City,39.1034,-94.5831,2023-07-13,16.0,70.9,1009.8,10.0,9.9
626,Kansas City,39.1034,-94.5831,2023-07-14,20.2,70.2,1009.9,9.0,9.6
627,Kansas City,39.1034,-94.5831,2023-07-15,18.5,67.9,1013.1,9.0,8.7
628,Kansas City,39.1034,-94.5831,2023-07-16,20.8,68.9,1014.3,9.0,8.4
629,Kansas City,39.1034,-94.5831,2023-07-17,33.3,72.0,1012.8,9.0,9.5
630,Kansas City,39.1034,-94.5831,2023-07-18,47.6,68.1,1012.3,4.0,8.6
631,Kansas City,39.1034,-94.5831,2023-07-19,48.8,72.9,1013.3,9.0,9.6
632,Kansas City,39.1034,-94.5831,2023-07-20,19.5,69.7,1016.0,9.0,9.9
633,Kansas City,39.1034,-94.5831,2023-07-21,21.9,61.6,1017.3,10.0,9.9
634,Kansas City,39.1034,-94.5831,2023-07-22,12.4,64.0,1015.1,10.0,9.9
635,Kansas City,39.1034,-94.5831,2023-07-23,1.4,67.9,1013.5,9.0,9.9
636,Kansas City,39.1034,-94.5831,2023-07-24,13.8,69.5,1015.1,10.0,9.3
637,Kansas City,39.1034,-94.5831,2023-07-25,0.4,71.3,1012.9,10.0,9.9
638,Kansas City,39.1034,-94.5831,2023-07-26,1.4,71.1,1009.0,9.0,9.9
639,Kansas City,39.1034,-94.5831,2023-07-27,2.4,70.5,1011.7,10.0,9.9
640,Kansas City,39.1034,-94.5831,2023-07-28,0.2,69.4,1012.1,9.0,9.9
641,Kansas City,39.1034,-94.5831,2023-07-29,6.6,67.8,1016.5,9.0,9.9
642,Kansas City,39.1034,-94.5831,2023-07-30,11.2,69.3,1018.3,10.0,9.8
643,Kansas City,39.1034,-94.5831,2023-07-31,39.7,69.6,1017.4,9.0,9.5
644,Minneapolis,44.979,-93.2649,2023-05-01,34.0,25.7,1006.7,9.0,9.9
645,Minneapolis,44.979,-93.2649,2023-05-02,13.1,20.1,1010.2,9.0,9.9
646,Minneapolis,44.979,-93.2649,2023-05-03,9.7,26.6,1013.6,9.0,9.9
647,Minneapolis,44.979,-93.2649,2023-05-04,26.8,32.1,1009.1,9.0,9.9
648,Minneapolis,44.979,-93.2649,2023-05-05,72.1,45.9,1011.3,7.0,9.8
649,Minneapolis,44.979,-93.2649,2023-05-06,99.6,54.7,1011.9,2.0,8.6
650,Minneapolis,44.979,-93.2649,2023-05-07,50.8,53.8,1010.2,9.0,8.9
651,Minneapolis,44.979,-93.2649,2023-05-08,35.9,52.0,1013.0,9.0,9.8
652,Minneapolis,44.979,-93.2649,2023-05-09,74.9,54.8,1018.9,4.0,9.8
653,Minneapolis,44.979,-93.2649,2023-05-10,41.1,53.9,1018.0,7.0,9.4
654,Minneapolis,44.979,-93.2649,2023-05-11,62.8,57.1,1014.9,7.0,9.9
655,Minneapolis,44.979,-93.2649,2023-05-12,82.1,57.4,1015.6,6.0,9.9
656,Minneapolis,44.979,-93.2649,2023-05-13,99.5,52.9,1021.4,2.0,9.5
657,Minneapolis,44.979,-93.2649,2023-05-14,63.7,46.6,1030.1,5.0,9.5
658,Minneapolis,44.979,-93.2649,2023-05-15,16.0,44.3,1027.2,9.0,8.9
659,Minneapolis,44.979,-93.2649,2023-05-16,21.0,48.0,1013.4,7.0,9.9
660,Minneapolis,44.979,-93.2649,2023-05-17,26.0,44.0,1014.4,7.0,9.9
661,Minneapolis,44.979,-93.2649,2023-05-18,54.5,49.9,1011.1,4.0,7.1
662,Minneapolis,44.979,-93.2649,2023-05-19,52.7,38.3,1019.1,7.0,9.8
663,Minneapolis,44.979,-93.2649,2023-05-20,4.3,41.1,1022.9,9.0,9.9
664,Minneapolis,44.979,-93.2649,2023-05-21,7.2,44.2,1018.9,9.0,9.8
665,Minneapolis,44.979,-93.2649,2023-05-22,15.5,47.1,1016.6,8.0,9.9
666,Minneapolis,44.979,-93.2649,2023-05-23,4.1,49.1,1016.9,9.0,9.7
667,Minneapolis,44.979,-93.2649,2023-05-24,26.7,49.1,1021.5,7.0,9.8
668,Minneapolis,44.979,-93.2649,2023-05-25,35.7,37.2,1023.5,9.0,9.9
669,Minneapolis,44.979,-93.2649,2023-05-26,5.8,34.8,1024.6,9.0,9.9
670,Minneapolis,44.979,-93.2649,2023-05-27,0.0,36.2,1022.3,10.0,9.9
671,Minneapolis,44.979,-93.2649,2023-05-28,23.0,41.5,1018.6,10.0,9.9
672,Minneapolis,44.979,-93.2649,2023-05-29,29.2,44.7,1013.2,9.0,9.9
673,Minneapolis,44.979,-93.2649,2023-05-30,45.0,56.8,1010.0,8.0,9.7
674,Minneapolis,44.979,-93.2649,2023-05-31,27.4,59.5,1010.8,8.0,9.9
675,Minneapolis,44.979,-93.2649,2023-06-01,44.2,61.9,1013.9,8.0,9.8
676,Minneapolis,44.979,-93.2649,2023-06-02,57.9,63.2,1016.6,9.0,9.7
677,Minneapolis,44.979,-93.2649,2023-06-03,26.8,60.6,1017.5,8.0,9.9
678,Minneapolis,44.979,-93.2649,2023-06-04,15.2,58.6,1017.7,9.0,9.9
679,Minneapolis,44.979,-93.2649,2023-06-05,32.3,61.2,1017.3,6.0,8.9
680,Minneapolis,44.979,-93.2649,2023-06-06,55.7,61.9,1014.2,7.0,8.2
681,Minneapolis,44.979,-93.2649,2023-06-07,58.8,51.1,1012.6,9.0,9.7
682,Minneapolis,44.979,-93.2649,2023-06-08,44.9,43.0,1012.6,9.0,9.9
683,Minneapolis,44.979,-93.2649,2023-06-09,17.9,47.7,1011.2,9.0,9.9
684,Minneapolis,44.979,-93.2649,2023-06-10,65.7,56.0,1008.7,8.0,9.6
685,Minneapolis,44.979,-93.2649,2023-06-11,7.2,40.0,1015.6,10.0,9.9
686,Minneapolis,44.979,-93.2649,2023-06-12,44.9,42.9,1011.2,8.0,9.9
687,Minneapolis,44.979,-93.2649,2023-06-13,17.8,47.2,1005.4,10.0,9.9
688,Minneapolis,44.979,-93.2649,2023-06-14,20.0,52.7,1004.7,7.0,5.6
689,Minneapolis,44.979,-93.2649,2023-06-15,23.3,49.1,1009.2,8.0,8.0
690,Minneapolis,44.979,-93.2649,2023-06-16,9.9,47.6,1015.1,9.0,9.3
691,Minneapolis,44.979,-93.2649,2023-06-17,24.4,52.2,1011.9,8.0,9.0
692,Minneapolis,44.979,-93.2649,2023-06-18,71.7,59.5,1006.4,7.0,9.4
693,Minneapolis,44.979,-93.2649,2023-06-19,39.6,63.2,1009.7,9.0,8.6
694,Minneapolis,44.979,-93.2649,2023-06-20,2.2,57.4,1015.7,9.0,9.4
695,Minneapolis,44.979,-93.2649,2023-06-21,6.3,56.7,1017.4,9.0,9.6
696,Minneapolis,44.979,-93.2649,2023-06-22,18.5,58.8,1015.8,10.0,9.8
697,Minneapolis,44.979,-93.2649,2023-06-23,43.3,60.0,1012.6,10.0,9.5
698,Minneapolis,44.979,-93.2649,2023-06-24,47.4,62.0,1007.5,8.0,9.9
699,Minneapolis,44.979,-93.2649,2023-06-25,94.0,62.2,1003.1,5.0,9.3
700,Minneapolis,44.979,-93.2649,2023-06-26,60.6,58.1,1009.8,9.0,9.1
701,Minneapolis,44.979,-93.2649,2023-06-27,30.1,57.6,1012.3,9.0,8.0
702,Minneapolis,44.979,-93.2649,2023-06-28,62.2,62.1,1008.8,6.0,6.0
703,Minneapolis,44.979,-93.2649,2023-06-29,17.3,61.5,1010.1,9.0,7.6
704,Minneapolis,44.979,-93.2649,2023-06-30,27.9,58.4,1012.5,10.0,9.9
705,Minneapolis,44.979,-93.2649,2023-07-01,41.9,59.3,1011.3,8.0,9.8
706,Minneapolis,44.979,-93.2649,2023-07-02,42.9,60.3,1009.6,9.0,9.5
707,Minneapolis,44.979,-93.2649,2023-07-03,42.6,64.9,1009.8,9.0,9.8
708,Minneapolis,44.979,-93.2649,2023-07-04,51.9,65.2,1012.2,5.0,9.7
709,Minneapolis,44.979,-93.2649,2023-07-05,40.6,54.4,1016.1,10.0,9.9
710,Minneapolis,44.979,-93.2649,2023-07-06,25.8,46.0,1018.2,10.0,9.9
711,Minneapolis,44.979,-93.2649,2023-07-07,26.1,50.0,1014.9,7.0,9.9
712,Minneapolis,44.979,-93.2649,2023-07-08,40.2,50.3,1013.4,10.0,9.9
713,Minneapolis,44.979,-93.2649,2023-07-09,22.6,50.8,1011.2,9.0,9.9
714,Minneapolis,44.979,-93.2649,2023-07-10,29.1,58.2,1007.0,9.0,9.9
715,Minneapolis,44.979,-93.2649,2023-07-11,37.3,46.4,1014.3,9.0,9.9
716,Minneapolis,44.979,-93.2649,2023-07-12,73.0,52.9,1011.1,9.0,9.9
717,Minneapolis,44.979,-93.2649,2023-07-13,52.3,59.8,1007.7,9.0,9.2
718,Minneapolis,44.979,-93.2649,2023-07-14,20.4,61.3,1006.7,10.0,9.9
719,Minneapolis,44.979,-93.2649,2023-07-15,11.9,54.9,1009.4,8.0,6.7
720,Minneapolis,44.979,-93.2649,2023-07-16,40.8,50.5,1010.4,9.0,9.4
721,Minneapolis,44.979,-93.2649,2023-07-17,34.8,50.0,1014.0,10.0,9.9
722,Minneapolis,44.979,-93.2649,2023-07-18,22.4,52.4,1014.6,10.0,9.9
723,Minneapolis,44.979,-93.2649,2023-07-19,46.3,60.7,1013.3,10.0,9.7
724,Minneapolis,44.979,-93.2649,2023-07-20,47.9,57.7,1015.3,5.0,9.9
725,Minneapolis,44.979,-93.2649,2023-07-21,34.8,57.4,1016.6,10.0,9.8
726,Minneapolis,44.979,-93.2649,2023-07-22,26.3,59.5,1011.7,9.0,9.8
727,Minneapolis,44.979,-93.2649,2023-07-23,15.6,59.2,1012.8,8.0,5.9
728,Minneapolis,44.979,-93.2649,2023-07-24,23.2,63.1,1015.4,8.0,7.2
729,Minneapolis,44.979,-93.2649,2023-07-25,20.8,66.3,1013.4,9.0,8.3
730,Minneapolis,44.979,-93.2649,2023-07-26,43.3,68.7,1008.0,9.0,9.7
731,Minneapolis,44.979,-93.2649,2023-07-27,30.5,71.7,1009.4,9.0,9.9
732,Minneapolis,44.979,-93.2649,2023-07-28,35.7,66.5,1013.2,9.0,9.6
733,Minneapolis,44.979,-93.2649,2023-07-29,29.2,58.4,1019.6,8.0,9.9
734,Minneapolis,44.979,-93.2649,2023-07-30,17.1,54.9,1020.5,9.0,9.9
735,Minneapolis,44.979,-93.2649,2023-07-31,14.6,55.6,1020.1,9.0,9.8
736,Denver,39.74,-104.992,2023-05-01,31.5,30.9,1010.2,9.0,9.9
737,Denver,39.74,-104.992,2023-05-02,73.3,34.7,1011.3,9.0,9.9
738,Denver,39.74,-104.992,2023-05-03,71.9,32.6,1008.8,10.0,9.9
739,Denver,39.74,-104.992,2023-05-04,76.5,36.9,1005.3,9.0,9.9
740,Denver,39.74,-104.992,2023-05-05,43.2,32.8,1006.2,10.0,9.9
741,Denver,39.74,-104.992,2023-05-06,49.8,26.0,1008.0,9.0,9.9
742,Denver,39.74,-104.992,2023-05-07,71.9,28.4,1010.3,8.0,9.9
743,Denver,39.74,-104.992,2023-05-08,60.4,36.6,1012.8,9.0,9.9
744,Denver,39.74,-104.992,2023-05-09,36.2,43.9,1010.0,10.0,9.9
745,Denver,39.74,-104.992,2023-05-10,95.3,49.7,1010.3,2.0,6.8
746,Denver,39.74,-104.992,2023-05-11,99.0,45.9,1008.7,1.0,4.8
747,Denver,39.74,-104.992,2023-05-12,93.6,44.2,1015.3,8.0,8.4
748,Denver,39.74,-104.992,2023-05-13,79.5,43.5,1022.4,6.0,9.9
749,Denver,39.74,-104.992,2023-05-14,98.4,48.7,1027.6,4.0,5.2
750,Denver,39.74,-104.992,2023-05-15,89.2,46.5,1028.2,6.0,7.6
751,Denver,39.74,-104.992,2023-05-16,40.8,42.8,1017.9,10.0,9.9
752,Denver,39.74,-104.992,2023-05-17,60.6,42.9,1012.2,9.0,9.8
753,Denver,39.74,-104.992,2023-05-18,90.5,49.0,1014.7,7.0,9.1
754,Denver,39.74,-104.992,2023-05-19,99.0,48.2,1023.5,3.0,3.6
755,Denver,39.74,-104.992,2023-05-20,72.6,46.4,1021.4,9.0,4.8
756,Denver,39.74,-104.992,2023-05-21,45.1,41.6,1016.6,10.0,9.9
757,Denver,39.74,-104.992,2023-05-22,50.8,42.5,1012.8,8.0,8.5
758,Denver,39.74,-104.992,2023-05-23,44.0,44.7,1011.8,8.0,8.8
759,Denver,39.74,-104.992,2023-05-24,75.8,48.0,1012.5,4.0,9.2
760,Denver,39.74,-104.992,2023-05-25,67.5,46.3,1011.4,10.0,9.9
761,Denver,39.74,-104.992,2023-05-26,68.9,48.4,1012.2,9.0,9.5
762,Denver,39.74,-104.992,2023-05-27,60.2,45.8,1009.3,10.0,9.9
763,Denver,39.74,-104.992,2023-05-28,53.5,43.5,1010.5,9.0,9.9
764,Denver,39.74,-104.992,2023-05-29,46.8,43.0,1009.4,9.0,9.9
765,Denver,39.74,-104.992,2023-05-30,48.3,42.2,1010.0,9.0,9.9
766,Denver,39.74,-104.992,2023-05-31,65.1,43.8,1008.3,9.0,9.9
767,Denver,39.74,-104.992,2023-06-01,88.1,47.6,1007.4,7.0,9.7
768,Denver,39.74,-104.992,2023-06-02,74.9,46.5,1009.3,10.0,9.9
769,Denver,39.74,-104.992,2023-06-03,96.6,50.4,1014.9,2.0,8.0
770,Denver,39.74,-104.992,2023-06-04,97.0,52.2,1018.8,2.0,7.2
771,Denver,39.74,-104.992,2023-06-05,86.9,51.7,1018.5,8.0,9.9
772,Denver,39.74,-104.992,2023-06-06,59.9,49.4,1013.8,10.0,9.8
773,Denver,39.74,-104.992,2023-06-07,80.0,48.3,1011.3,9.0,9.9
774,Denver,39.74,-104.992,2023-06-08,83.6,48.5,1012.1,9.0,9.6
775,Denver,39.74,-104.992,2023-06-09,77.7,44.8,1011.9,10.0,9.9
776,Denver,39.74,-104.992,2023-06-10,59.2,46.4,1011.6,8.0,9.9
777,Denver,39.74,-104.992,2023-06-11,78.4,49.6,1015.0,3.0,9.4
778,Denver,39.74,-104.992,2023-06-12,89.6,48.8,1013.6,4.0,9.6
779,Denver,39.74,-104.992,2023-06-13,82.3,47.4,1013.2,5.0,9.3
780,Denver,39.74,-104.992,2023-06-14,46.2,45.3,1008.6,10.0,9.9
781,Denver,39.74,-104.992,2023-06-15,87.4,47.4,1007.2,8.0,9.8
782,Denver,39.74,-104.992,2023-06-16,86.2,52.3,1016.3,2.0,8.8
783,Denver,39.74,-104.992,2023-06-17,73.3,47.3,1014.0,9.0,9.5
784,Denver,39.74,-104.992,2023-06-18,38.7,43.8,1006.6,10.0,9.9
785,Denver,39.74,-104.992,2023-06-19,23.0,41.0,1003.5,10.0,9.9
786,Denver,39.74,-104.992,2023-06-20,40.5,40.7,1007.7,10.0,9.9
787,Denver,39.74,-104.992,2023-06-21,50.2,52.5,1012.1,9.0,9.3
788,Denver,39.74,-104.992,2023-06-22,80.0,55.3,1013.7,10.0,9.4
789,Denver,39.74,-104.992,2023-06-23,36.9,57.1,1008.2,10.0,9.5
790,Denver,39.74,-104.992,2023-06-24,12.3,40.1,1011.7,10.0,9.9
791,Denver,39.74,-104.992,2023-06-25,26.6,49.7,1015.9,10.0,9.9
792,Denver,39.74,-104.992,2023-06-26,22.3,52.3,1010.0,10.0,9.9
793,Denver,39.74,-104.992,2023-06-27,44.4,47.0,1004.2,10.0,9.9
794,Denver,39.74,-104.992,2023-06-28,46.0,56.7,1008.3,10.0,9.9
795,Denver,39.74,-104.992,2023-06-29,74.8,54.8,1012.2,10.0,9.7
796,Denver,39.74,-104.992,2023-06-30,83.6,52.2,1016.9,6.0,9.6
797,Denver,39.74,-104.992,2023-07-01,34.5,48.5,1017.0,9.0,9.9
798,Denver,39.74,-104.992,2023-07-02,32.8,48.0,1013.4,9.0,9.9
799,Denver,39.74,-104.992,2023-07-03,30.1,45.9,1012.2,9.0,9.9
800,Denver,39.74,-104.992,2023-07-04,83.8,51.0,1013.6,7.0,9.5
801,Denver,39.74,-104.992,2023-07-05,96.2,55.6,1019.0,4.0,8.7
802,Denver,39.74,-104.992,2023-07-06,81.9,57.9,1015.4,9.0,7.2
803,Denver,39.74,-104.992,2023-07-07,77.1,55.2,1013.8,9.0,9.5
804,Denver,39.74,-104.992,2023-07-08,69.5,56.9,1013.1,10.0,9.8
805,Denver,39.74,-104.992,2023-07-09,48.1,55.8,1013.6,10.0,9.6
806,Denver,39.74,-104.992,2023-07-10,42.3,51.2,1010.6,10.0,9.9
807,Denver,39.74,-104.992,2023-07-11,32.6,46.4,1009.9,10.0,9.9
808,Denver,39.74,-104.992,2023-07-12,43.5,47.1,1010.9,10.0,9.9
809,Denver,39.74,-104.992,2023-07-13,40.0,50.4,1010.1,10.0,9.9
810,Denver,39.74,-104.992,2023-07-14,46.3,54.4,1012.7,10.0,9.9
811,Denver,39.74,-104.992,2023-07-15,36.0,53.3,1017.0,9.0,9.9
812,Denver,39.74,-104.992,2023-07-16,33.8,49.5,1015.3,10.0,9.9
813,Denver,39.74,-104.992,2023-07-17,42.4,43.8,1012.8,10.0,9.9
814,Denver,39.74,-104.992,2023-07-18,65.3,46.4,1012.1,9.0,9.9
815,Denver,39.74,-104.992,2023-07-19,78.4,52.6,1016.5,10.0,9.9
816,Denver,39.74,-104.992,2023-07-20,82.7,58.6,1019.8,8.0,9.3
817,Denver,39.74,-104.992,2023-07-21,45.6,53.4,1020.8,9.0,8.9
818,Denver,39.74,-104.992,2023-07-22,31.5,49.1,1016.9,9.0,9.9
819,Denver,39.74,-104.992,2023-07-23,44.4,45.3,1014.7,10.0,9.9
820,Denver,39.74,-104.992,2023-07-24,55.5,46.8,1015.2,9.0,9.9
821,Denver,39.74,-104.992,2023-07-25,79.8,50.0,1014.2,10.0,9.9
822,Denver,39.74,-104.992,2023-07-26,64.8,51.5,1014.8,10.0,9.9
823,Denver,39.74,-104.992,2023-07-27,69.3,47.7,1014.4,10.0,9.9
824,Denver,39.74,-104.992,2023-07-28,54.7,49.8,1016.6,9.0,9.9
825,Denver,39.74,-104.992,2023-07-29,53.0,54.8,1018.1,9.0,9.9
826,Denver,39.74,-104.992,2023-07-30,61.7,49.2,1015.9,10.0,9.9
827,Denver,39.74,-104.992,2023-07-31,78.8,56.6,1016.3,9.0,9.5
828,San Francisco,37.7771,-122.42,2023-05-01,93.6,45.3,1010.3,8.0,9.9
829,San Francisco,37.7771,-122.42,2023-05-02,93.1,45.9,1009.2,6.0,9.7
830,San Francisco,37.7771,-122.42,2023-05-03,94.8,48.0,1009.9,8.0,9.5
831,San Francisco,37.7771,-122.42,2023-05-04,92.0,47.7,1012.3,8.0,9.9
