,city,date,moonphase,sunrise,sunset
737,Denver,2023-05-02,0.4,05:59:28,19:55:10
738,Denver,2023-05-03,0.44,05:58:15,19:56:09
739,Denver,2023-05-04,0.47,05:57:04,19:57:09
740,Denver,2023-05-05,0.5,05:55:54,19:58:08
741,Denver,2023-05-06,0.54,05:54:46,19:59:07
742,Denver,2023-05-07,0.57,05:53:39,20:00:06
743,Denver,2023-05-08,0.61,05:52:33,20:01:04
744,Denver,2023-05-09,0.64,05:51:28,20:02:03
745,Denver,2023-05-10,0.68,05:50:25,20:03:01
746,Denver,2023-05-11,0.72,05:49:24,20:03:58
747,Denver,2023-05-12,0.75,05:48:24,20:04:56
748,Denver,2023-05-13,0.79,05:47:25,20:05:53
749,Denver,2023-05-14,0.82,05:46:28,20:06:49
750,Denver,2023-05-15,0.86,05:45:32,20:07:45
751,Denver,2023-05-16,0.9,05:44:38,20:08:41
752,Denver,2023-05-17,0.93,05:43:46,20:09:36
753,Denver,2023-05-18,0.97,05:42:55,20:10:31
754,Denver,2023-05-19,0.0,05:42:06,20:11:25
755,Denver,2023-05-20,0.04,05:41:19,20:12:18
756,Denver,2023-05-21,0.07,05:40:33,20:13:11
757,Denver,2023-05-22,0.1,05:39:49,20:14:03
758,Denver,2023-05-23,0.13,05:39:07,20:14:54
759,Denver,2023-05-24,0.16,05:38:27,20:15:45
760,Denver,2023-05-25,0.2,05:37:48,20:16:34
761,Denver,2023-05-26,0.23,05:37:11,20:17:23
762,Denver,2023-05-27,0.25,05:36:36,20:18:11
763,Denver,2023-05-28,0.29,05:36:03,20:18:58
764,Denver,2023-05-29,0.33,05:35:32,20:19:44
765,Denver,2023-05-30,0.36,05:35:02,20:20:29
766,Denver,2023-05-31,0.39,05:34:35,20:21:14
767,Denver,2023-06-01,0.42,05:34:09,20:21:56
768,Denver,2023-06-02,0.45,05:33:45,20:22:38
769,Denver,2023-06-03,0.5,05:33:23,20:23:19
770,Denver,2023-06-04,0.52,05:33:03,20:23:58
771,Denver,2023-06-05,0.56,05:32:45,20:24:36
772,Denver,2023-06-06,0.59,05:32:29,20:25:13
773,Denver,2023-06-07,0.63,05:32:15,20:25:49
774,Denver,2023-06-08,0.66,05:32:02,20:26:23
775,Denver,2023-06-09,0.7,05:31:52,20:26:56
776,Denver,2023-06-10,0.75,05:31:43,20:27:27
777,Denver,2023-06-11,0.77,05:31:37,20:27:57
778,Denver,2023-06-12,0.81,05:31:32,20:28:25
779,Denver,2023-06-13,0.84,05:31:29,20:28:52
780,Denver,2023-06-14,0.88,05:31:29,20:29:17
781,Denver,2023-06-15,0.91,05:31:30,20:29:40
782,Denver,2023-06-16,0.95,05:31:32,20:30:02
783,Denver,2023-06-17,0.0,05:31:37,20:30:22
784,Denver,2023-06-18,0.02,05:31:44,20:30:41
785,Denver,2023-06-19,0.05,05:31:52,20:30:57
786,Denver,2023-06-20,0.08,05:32:02,20:31:12
787,Denver,2023-06-21,0.12,05:32:14,20:31:25
788,Denver,2023-06-22,0.15,05:32:28,20:31:37
789,Denver,2023-06-23,0.18,05:32:43,20:31:46
790,Denver,2023-06-24,0.21,05:33:00,20:31:54
791,Denver,2023-06-25,0.25,05:33:19,20:31:59
792,Denver,2023-06-26,0.25,05:33:39,20:32:03
793,Denver,2023-06-27,0.31,05:34:01,20:32:05
794,Denver,2023-06-28,0.35,05:34:25,20:32:05
795,Denver,2023-06-29,0.38,05:34:50,20:32:03
796,Denver,2023-06-30,0.41,05:35:17,20:31:59
797,Denver,2023-07-01,0.44,05:35:45,20:31:53
798,Denver,2023-07-02,0.48,05:36:14,20:31:46
799,Denver,2023-07-03,0.5,05:36:45,20:31:36
800,Denver,2023-07-04,0.54,05:37:17,20:31:24
801,Denver,2023-07-05,0.58,05:37:51,20:31:10
802,Denver,2023-07-06,0.61,05:38:26,20:30:55
803,Denver,2023-07-07,0.65,05:39:02,20:30:37
804,Denver,2023-07-08,0.68,05:39:40,20:30:18
805,Denver,2023-07-09,0.75,05:40:18,20:29:56
806,Denver,2023-07-10,0.75,05:40:58,20:29:33
807,Denver,2023-07-11,0.79,05:41:39,20:29:07
808,Denver,2023-07-12,0.82,05:42:20,20:28:40
809,Denver,2023-07-13,0.86,05:43:03,20:28:11
810,Denver,2023-07-14,0.89,05:43:47,20:27:40
811,Denver,2023-07-15,0.93,05:44:32,20:27:07
812,Denver,2023-07-16,0.96,05:45:17,20:26:32
813,Denver,2023-07-17,0.0,05:46:04,20:25:55
814,Denver,2023-07-18,0.03,05:46:51,20:25:16
815,Denver,2023-07-19,0.07,05:47:39,20:24:36
816,Denver,2023-07-20,0.1,05:48:27,20:23:54
817,Denver,2023-07-21,0.13,05:49:17,20:23:10
818,Denver,2023-07-22,0.17,05:50:07,20:22:24
819,Denver,2023-07-23,0.2,05:50:57,20:21:36
820,Denver,2023-07-24,0.23,05:51:48,20:20:47
821,Denver,2023-07-25,0.25,05:52:40,20:19:56
822,Denver,2023-07-26,0.3,05:53:32,20:19:04
823,Denver,2023-07-27,0.33,05:54:25,20:18:09
824,Denver,2023-07-28,0.37,05:55:18,20:17:14
825,Denver,2023-07-29,0.4,05:56:12,20:16:16
826,Denver,2023-07-30,0.43,05:57:05,20:15:17
827,Denver,2023-07-31,0.47,05:58:00,20:14:17
828,San Francisco,2023-05-01,0.37,06:14:03,20:00:10
829,San Francisco,2023-05-02,0.41,06:12:54,20:01:05
830,San Francisco,2023-05-03,0.44,06:11:47,20:02:00
831,San Francisco,2023-05-04,0.47,06:10:40,20:02:55
832,San Francisco,2023-05-05,0.5,06:09:35,20:03:49
833,San Francisco,2023-05-06,0.54,06:08:31,20:04:44
834,San Francisco,2023-05-07,0.57,06:07:29,20:05:38
835,San Francisco,2023-05-08,0.61,06:06:27,20:06:32
836,San Francisco,2023-05-09,0.65,06:05:27,20:07:26
837,San Francisco,2023-05-10,0.68,06:04:29,20:08:19
838,San Francisco,2023-05-11,0.72,06:03:32,20:09:13
839,San Francisco,2023-05-12,0.75,06:02:36,20:10:06
840,San Francisco,2023-05-13,0.79,06:01:42,20:10:59
841,San Francisco,2023-05-14,0.83,06:00:49,20:11:51
842,San Francisco,2023-05-15,0.86,05:59:57,20:12:43
843,San Francisco,2023-05-16,0.9,05:59:08,20:13:35
844,San Francisco,2023-05-17,0.93,05:58:19,20:14:26
845,San Francisco,2023-05-18,0.97,05:57:33,20:15:16
846,San Francisco,2023-05-19,0.0,05:56:47,20:16:07
847,San Francisco,2023-05-20,0.04,05:56:04,20:16:56
848,San Francisco,2023-05-21,0.07,05:55:22,20:17:45
849,San Francisco,2023-05-22,0.1,05:54:42,20:18:34
850,San Francisco,2023-05-23,0.13,05:54:03,20:19:22
851,San Francisco,2023-05-24,0.17,05:53:26,20:20:09
852,San Francisco,2023-05-25,0.2,05:52:51,20:20:55
853,San Francisco,2023-05-26,0.23,05:52:17,20:21:41
854,San Francisco,2023-05-27,0.25,05:51:46,20:22:26
855,San Francisco,2023-05-28,0.29,05:51:16,20:23:10
856,San Francisco,2023-05-29,0.33,05:50:47,20:23:53
857,San Francisco,2023-05-30,0.36,05:50:21,20:24:35
858,San Francisco,2023-05-31,0.39,05:49:56,20:25:16
859,San Francisco,2023-06-01,0.42,05:49:33,20:25:57
860,San Francisco,2023-06-02,0.46,05:49:12,20:26:36
861,San Francisco,2023-06-03,0.5,05:48:52,20:27:14
862,San Francisco,2023-06-04,0.52,05:48:35,20:27:51
863,San Francisco,2023-06-05,0.56,05:48:19,20:28:27
864,San Francisco,2023-06-06,0.59,05:48:05,20:29:02
865,San Francisco,2023-06-07,0.63,05:47:53,20:29:36
866,San Francisco,2023-06-08,0.67,05:47:42,20:30:08
867,San Francisco,2023-06-09,0.7,05:47:34,20:30:39
868,San Francisco,2023-06-10,0.75,05:47:27,20:31:09
869,San Francisco,2023-06-11,0.77,05:47:22,20:31:37
870,San Francisco,2023-06-12,0.81,05:47:19,20:32:04
871,San Francisco,2023-06-13,0.84,05:47:17,20:32:30
872,San Francisco,2023-06-14,0.88,05:47:17,20:32:54
873,San Francisco,2023-06-15,0.91,05:47:19,20:33:16
874,San Francisco,2023-06-16,0.95,05:47:23,20:33:38
875,San Francisco,2023-06-17,0.0,05:47:29,20:33:57
876,San Francisco,2023-06-18,0.02,05:47:36,20:34:15
877,San Francisco,2023-06-19,0.05,05:47:45,20:34:31
878,San Francisco,2023-06-20,0.08,05:47:55,20:34:46
879,San Francisco,2023-06-21,0.12,05:48:07,20:34:59
880,San Francisco,2023-06-22,0.15,05:48:21,20:35:10
881,San Francisco,2023-06-23,0.18,05:48:36,20:35:20
882,San Francisco,2023-06-24,0.22,05:48:53,20:35:28
883,San Francisco,2023-06-25,0.25,05:49:11,20:35:34
884,San Francisco,2023-06-26,0.25,05:49:31,20:35:38
885,San Francisco,2023-06-27,0.31,05:49:52,20:35:41
886,San Francisco,2023-06-28,0.35,05:50:15,20:35:42
887,San Francisco,2023-06-29,0.38,05:50:39,20:35:41
888,San Francisco,2023-06-30,0.41,05:51:05,20:35:38
889,San Francisco,2023-07-01,0.44,05:51:32,20:35:34
890,San Francisco,2023-07-02,0.48,05:52:00,20:35:27
891,San Francisco,2023-07-03,0.5,05:52:30,20:35:19
892,San Francisco,2023-07-04,0.55,05:53:00,20:35:09
893,San Francisco,2023-07-05,0.58,05:53:32,20:34:57
894,San Francisco,2023-07-06,0.62,05:54:05,20:34:43
895,San Francisco,2023-07-07,0.65,05:54:40,20:34:28
896,San Francisco,2023-07-08,0.69,05:55:15,20:34:10
897,San Francisco,2023-07-09,0.75,05:55:51,20:33:51
898,San Francisco,2023-07-10,0.76,05:56:29,20:33:30
899,San Francisco,2023-07-11,0.79,05:57:07,20:33:07
900,San Francisco,2023-07-12,0.83,05:57:46,20:32:42
901,San Francisco,2023-07-13,0.86,05:58:26,20:32:16
902,San Francisco,2023-07-14,0.9,05:59:07,20:31:47
903,San Francisco,2023-07-15,0.93,05:59:49,20:31:17
904,San Francisco,2023-07-16,0.97,06:00:32,20:30:45
905,San Francisco,2023-07-17,0.0,06:01:15,20:30:12
906,San Francisco,2023-07-18,0.03,06:01:59,20:29:36
907,San Francisco,2023-07-19,0.07,06:02:44,20:28:59
908,San Francisco,2023-07-20,0.1,06:03:29,20:28:20
909,San Francisco,2023-07-21,0.13,06:04:15,20:27:40
910,San Francisco,2023-07-22,0.17,06:05:01,20:26:57
911,San Francisco,2023-07-23,0.2,06:05:48,20:26:13
912,San Francisco,2023-07-24,0.23,06:06:36,20:25:28
913,San Francisco,2023-07-25,0.25,06:07:24,20:24:41
914,San Francisco,2023-07-26,0.3,06:08:12,20:23:52
915,San Francisco,2023-07-27,0.33,06:09:01,20:23:01
916,San Francisco,2023-07-28,0.37,06:09:50,20:22:10
917,San Francisco,2023-07-29,0.4,06:10:40,20:21:16
918,San Francisco,2023-07-30,0.43,06:11:29,20:20:21
919,San Francisco,2023-07-31,0.47,06:12:19,20:19:25
920,Seattle,2023-05-01,0.37,05:52:20,20:21:28
921,Seattle,2023-05-02,0.41,05:50:43,20:22:51
922,Seattle,2023-05-03,0.44,05:49:08,20:24:14
923,Seattle,2023-05-04,0.47,05:47:34,20:25:36
924,Seattle,2023-05-05,0.5,05:46:02,20:26:58
925,Seattle,2023-05-06,0.54,05:44:31,20:28:19
926,Seattle,2023-05-07,0.57,05:43:01,20:29:40
927,Seattle,2023-05-08,0.61,05:41:33,20:31:01
928,Seattle,2023-05-09,0.65,05:40:07,20:32:21
929,Seattle,2023-05-10,0.68,05:38:42,20:33:41
930,Seattle,2023-05-11,0.72,05:37:19,20:35:00
931,Seattle,2023-05-12,0.75,05:35:58,20:36:18
932,Seattle,2023-05-13,0.79,05:34:38,20:37:36
933,Seattle,2023-05-14,0.83,05:33:20,20:38:53
934,Seattle,2023-05-15,0.86,05:32:04,20:40:10
935,Seattle,2023-05-16,0.9,05:30:50,20:41:25
936,Seattle,2023-05-17,0.93,05:29:38,20:42:40
937,Seattle,2023-05-18,0.97,05:28:28,20:43:54
938,Seattle,2023-05-19,0.0,05:27:20,20:45:07
939,Seattle,2023-05-20,0.04,05:26:14,20:46:19
940,Seattle,2023-05-21,0.07,05:25:09,20:47:30
941,Seattle,2023-05-22,0.1,05:24:07,20:48:40
942,Seattle,2023-05-23,0.13,05:23:08,20:49:49
943,Seattle,2023-05-24,0.17,05:22:10,20:50:56
944,Seattle,2023-05-25,0.2,05:21:14,20:52:03
945,Seattle,2023-05-26,0.23,05:20:21,20:53:08
946,Seattle,2023-05-27,0.25,05:19:30,20:54:11
947,Seattle,2023-05-28,0.29,05:18:41,20:55:14
948,Seattle,2023-05-29,0.33,05:17:55,20:56:14
949,Seattle,2023-05-30,0.36,05:17:11,20:57:14
950,Seattle,2023-05-31,0.39,05:16:30,20:58:11
951,Seattle,2023-06-01,0.42,05:15:50,20:59:07
952,Seattle,2023-06-02,0.46,05:15:14,21:00:02
953,Seattle,2023-06-03,0.5,05:14:39,21:00:54
954,Seattle,2023-06-04,0.52,05:14:08,21:01:45
955,Seattle,2023-06-05,0.56,05:13:38,21:02:34
956,Seattle,2023-06-06,0.59,05:13:12,21:03:21
957,Seattle,2023-06-07,0.63,05:12:47,21:04:06
958,Seattle,2023-06-08,0.67,05:12:26,21:04:49
959,Seattle,2023-06-09,0.7,05:12:07,21:05:30
960,Seattle,2023-06-10,0.75,05:11:50,21:06:09
961,Seattle,2023-06-11,0.77,05:11:36,21:06:46
962,Seattle,2023-06-12,0.81,05:11:25,21:07:20
963,Seattle,2023-06-13,0.84,05:11:16,21:07:52
964,Seattle,2023-06-14,0.88,05:11:10,21:08:22
965,Seattle,2023-06-15,0.91,05:11:06,21:08:50
966,Seattle,2023-06-16,0.95,05:11:05,21:09:15
967,Seattle,2023-06-17,0.0,05:11:06,21:09:38
968,Seattle,2023-06-18,0.02,05:11:10,21:09:58
969,Seattle,2023-06-19,0.05,05:11:17,21:10:16
970,Seattle,2023-06-20,0.08,05:11:26,21:10:32
971,Seattle,2023-06-21,0.12,05:11:37,21:10:45
972,Seattle,2023-06-22,0.15,05:11:51,21:10:55
973,Seattle,2023-06-23,0.18,05:12:08,21:11:03
974,Seattle,2023-06-24,0.22,05:12:27,21:11:08
975,Seattle,2023-06-25,0.25,05:12:48,21:11:11
976,Seattle,2023-06-26,0.25,05:13:11,21:11:11
977,Seattle,2023-06-27,0.31,05:13:37,21:11:09
978,Seattle,2023-06-28,0.35,05:14:05,21:11:03
979,Seattle,2023-06-29,0.38,05:14:36,21:10:56
980,Seattle,2023-06-30,0.41,05:15:08,21:10:45
981,Seattle,2023-07-01,0.44,05:15:43,21:10:32
982,Seattle,2023-07-02,0.48,05:16:20,21:10:17
983,Seattle,2023-07-03,0.5,05:16:59,21:09:58
984,Seattle,2023-07-04,0.55,05:17:40,21:09:38
985,Seattle,2023-07-05,0.58,05:18:23,21:09:14
986,Seattle,2023-07-06,0.62,05:19:08,21:08:48
987,Seattle,2023-07-07,0.65,05:19:54,21:08:20
988,Seattle,2023-07-08,0.69,05:20:43,21:07:48
989,Seattle,2023-07-09,0.75,05:21:33,21:07:15
990,Seattle,2023-07-10,0.76,05:22:25,21:06:39
991,Seattle,2023-07-11,0.79,05:23:18,21:06:00
992,Seattle,2023-07-12,0.83,05:24:13,21:05:19
993,Seattle,2023-07-13,0.86,05:25:10,21:04:35
994,Seattle,2023-07-14,0.9,05:26:08,21:03:50
995,Seattle,2023-07-15,0.93,05:27:08,21:03:01
996,Seattle,2023-07-16,0.97,05:28:09,21:02:11
997,Seattle,2023-07-17,0.0,05:29:11,21:01:18
998,Seattle,2023-07-18,0.03,05:30:14,21:00:22
999,Seattle,2023-07-19,0.07,05:31:19,20:59:25
1000,Seattle,2023-07-20,0.1,05:32:25,20:58:25
1001,Seattle,2023-07-21,0.13,05:33:32,20:57:23
1002,Seattle,2023-07-22,0.17,05:34:40,20:56:19
1003,Seattle,2023-07-23,0.2,05:35:49,20:55:13
1004,Seattle,2023-07-24,0.23,05:36:58,20:54:05
1005,Seattle,2023-07-25,0.25,05:38:09,20:52:55
1006,Seattle,2023-07-26,0.3,05:39:21,20:51:43
1007,Seattle,2023-07-27,0.33,05:40:33,20:50:29
1008,Seattle,2023-07-28,0.37,05:41:46,20:49:13
1009,Seattle,2023-07-29,0.4,05:43:00,20:47:55
1010,Seattle,2023-07-30,0.43,05:44:14,20:46:35
1011,Seattle,2023-07-31,0.47,05:45:29,20:45:14
1012,Phoenix,2023-05-01,0.37,05:40:11,19:11:12
1013,Phoenix,2023-05-02,0.41,05:39:11,19:11:57
1014,Phoenix,2023-05-03,0.44,05:38:13,19:12:43
1015,Phoenix,2023-05-04,0.47,05:37:16,19:13:28
1016,Phoenix,2023-05-05,0.5,05:36:20,19:14:14
1017,Phoenix,2023-05-06,0.54,05:35:25,19:14:59
1018,Phoenix,2023-05-07,0.57,05:34:32,19:15:44
1019,Phoenix,2023-05-08,0.61,05:33:39,19:16:29
1020,Phoenix,2023-05-09,0.65,05:32:48,19:17:14
1021,Phoenix,2023-05-10,0.68,05:31:58,19:17:59
1022,Phoenix,2023-05-11,0.72,05:31:10,19:18:44
1023,Phoenix,2023-05-12,0.75,05:30:23,19:19:29
1024,Phoenix,2023-05-13,0.79,05:29:37,19:20:13
1025,Phoenix,2023-05-14,0.83,05:28:52,19:20:57
1026,Phoenix,2023-05-15,0.86,05:28:09,19:21:41
1027,Phoenix,2023-05-16,0.9,05:27:27,19:22:25
1028,Phoenix,2023-05-17,0.93,05:26:46,19:23:08
1029,Phoenix,2023-05-18,0.97,05:26:07,19:23:51
1030,Phoenix,2023-05-19,0.0,05:25:30,19:24:34
1031,Phoenix,2023-05-20,0.04,05:24:53,19:25:16
1032,Phoenix,2023-05-21,0.07,05:24:19,19:25:58
1033,Phoenix,2023-05-22,0.1,05:23:45,19:26:40
1034,Phoenix,2023-05-23,0.13,05:23:14,19:27:21
1035,Phoenix,2023-05-24,0.17,05:22:44,19:28:01
1036,Phoenix,2023-05-25,0.2,05:22:15,19:28:41
1037,Phoenix,2023-05-26,0.23,05:21:48,19:29:21
1038,Phoenix,2023-05-27,0.25,05:21:22,19:30:00
1039,Phoenix,2023-05-28,0.29,05:20:58,19:30:38
1040,Phoenix,2023-05-29,0.33,05:20:35,19:31:15
1041,Phoenix,2023-05-30,0.36,05:20:14,19:31:52
1042,Phoenix,2023-05-31,0.39,05:19:55,19:32:28
1043,Phoenix,2023-06-01,0.42,05:19:37,19:33:04
1044,Phoenix,2023-06-02,0.46,05:19:21,19:33:38
1045,Phoenix,2023-06-03,0.5,05:19:06,19:34:12
1046,Phoenix,2023-06-04,0.52,05:18:53,19:34:45
1047,Phoenix,2023-06-05,0.56,05:18:41,19:35:17
1048,Phoenix,2023-06-06,0.59,05:18:31,19:35:48
1049,Phoenix,2023-06-07,0.63,05:18:23,19:36:18
1050,Phoenix,2023-06-08,0.67,05:18:16,19:36:47
1051,Phoenix,2023-06-09,0.7,05:18:10,19:37:15
1052,Phoenix,2023-06-10,0.75,05:18:07,19:37:42
1053,Phoenix,2023-06-11,0.77,05:18:04,19:38:07
1054,Phoenix,2023-06-12,0.81,05:18:04,19:38:32
1055,Phoenix,2023-06-13,0.84,05:18:04,19:38:55
1056,Phoenix,2023-06-14,0.88,05:18:07,19:39:18
1057,Phoenix,2023-06-15,0.91,05:18:10,19:39:39
1058,Phoenix,2023-06-16,0.95,05:18:15,19:39:59
1059,Phoenix,2023-06-17,0.0,05:18:22,19:40:17
1060,Phoenix,2023-06-18,0.02,05:18:30,19:40:34
1061,Phoenix,2023-06-19,0.05,05:18:40,19:40:50
1062,Phoenix,2023-06-20,0.08,05:18:50,19:41:05
1063,Phoenix,2023-06-21,0.12,05:19:03,19:41:18
1064,Phoenix,2023-06-22,0.15,05:19:16,19:41:29
1065,Phoenix,2023-06-23,0.18,05:19:31,19:41:39
1066,Phoenix,2023-06-24,0.22,05:19:47,19:41:48
1067,Phoenix,2023-06-25,0.25,05:20:05,19:41:56
1068,Phoenix,2023-06-26,0.25,05:20:23,19:42:01
1069,Phoenix,2023-06-27,0.31,05:20:43,19:42:06
1070,Phoenix,2023-06-28,0.35,05:21:04,19:42:08
1071,Phoenix,2023-06-29,0.38,05:21:27,19:42:10
1072,Phoenix,2023-06-30,0.41,05:21:50,19:42:09
1073,Phoenix,2023-07-01,0.44,05:22:14,19:42:07
1074,Phoenix,2023-07-02,0.48,05:22:40,19:42:04
1075,Phoenix,2023-07-03,0.5,05:23:06,19:41:59
1076,Phoenix,2023-07-04,0.55,05:23:34,19:41:52
1077,Phoenix,2023-07-05,0.58,05:24:02,19:41:44
1078,Phoenix,2023-07-06,0.62,05:24:31,19:41:34
1079,Phoenix,2023-07-07,0.65,05:25:02,19:41:23
1080,Phoenix,2023-07-08,0.69,05:25:33,19:41:10
1081,Phoenix,2023-07-09,0.75,05:26:05,19:40:55
1082,Phoenix,2023-07-10,0.76,05:26:37,19:40:39
1083,Phoenix,2023-07-11,0.79,05:27:11,19:40:21
1084,Phoenix,2023-07-12,0.83,05:27:45,19:40:01
1085,Phoenix,2023-07-13,0.86,05:28:20,19:39:40
1086,Phoenix,2023-07-14,0.9,05:28:55,19:39:18
1087,Phoenix,2023-07-15,0.93,05:29:31,19:38:53
1088,Phoenix,2023-07-16,0.97,05:30:08,19:38:27
1089,Phoenix,2023-07-17,0.0,05:30:45,19:38:00
1090,Phoenix,2023-07-18,0.03,05:31:23,19:37:31
1091,Phoenix,2023-07-19,0.07,05:32:01,19:37:00
1092,Phoenix,2023-07-20,0.1,05:32:40,19:36:28
1093,Phoenix,2023-07-21,0.13,05:33:19,19:35:55
1094,Phoenix,2023-07-22,0.17,05:33:59,19:35:20
1095,Phoenix,2023-07-23,0.2,05:34:39,19:34:43
1096,Phoenix,2023-07-24,0.23,05:35:19,19:34:05
1097,Phoenix,2023-07-25,0.25,05:35:59,19:33:25
1098,Phoenix,2023-07-26,0.3,05:36:40,19:32:44
1099,Phoenix,2023-07-27,0.33,05:37:21,19:32:02
1100,Phoenix,2023-07-28,0.37,05:38:02,19:31:18
1101,Phoenix,2023-07-29,0.4,05:38:44,19:30:32
1102,Phoenix,2023-07-30,0.43,05:39:25,19:29:46
1103,Phoenix,2023-07-31,0.47,05:40:07,19:28:58
