,city,latitude,longitude,date,humidity,feelslike,feelslikemin,feelslikemax,temp,tempmin,tempmax
0,Chicago,41.8843,-87.6324,2023-05-01,72.9,36.7,32.0,44.3,44.0,40.6,49.9
1,Chicago,41.8843,-87.6324,2023-05-02,53.9,43.4,35.7,54.6,48.1,42.9,54.6
2,Chicago,41.8843,-87.6324,2023-05-03,60.4,44.3,34.5,55.4,47.6,40.8,55.4
3,Chicago,41.8843,-87.6324,2023-05-04,48.4,56.9,40.6,71.6,57.3,41.8,71.6
4,Chicago,41.8843,-87.6324,2023-05-05,36.0,67.5,55.8,77.5,67.5,55.8,77.5
5,Chicago,41.8843,-87.6324,2023-05-06,54.3,67.9,59.6,77.4,67.9,59.6,77.4
6,Chicago,41.8843,-87.6324,2023-05-07,67.6,70.7,59.6,83.8,70.6,59.6,83.9
7,Chicago,41.8843,-87.6324,2023-05-08,84.0,54.7,51.8,64.5,54.7,51.8,64.5
8,Chicago,41.8843,-87.6324,2023-05-09,60.5,58.5,46.0,68.8,58.8,48.6,68.8
9,Chicago,41.8843,-87.6324,2023-05-10,47.1,64.4,50.6,78.4,64.4,50.6,78.4
10,Chicago,41.8843,-87.6324,2023-05-11,39.9,69.3,56.3,80.3,69.7,56.3,82.6
11,Chicago,41.8843,-87.6324,2023-05-12,65.8,68.4,60.8,75.3,68.4,60.8,75.3
12,Chicago,41.8843,-87.6324,2023-05-13,74.5,61.1,57.0,66.6,61.1,57.0,66.6
13,Chicago,41.8843,-87.6324,2023-05-14,59.2,58.8,54.3,63.0,58.8,54.3,63.0
14,Chicago,41.8843,-87.6324,2023-05-15,41.5,59.2,52.3,66.5,59.2,52.3,66.5
15,Chicago,41.8843,-87.6324,2023-05-16,45.8,62.9,51.3,79.5,63.0,51.3,80.9
16,Chicago,41.8843,-87.6324,2023-05-17,58.2,51.6,40.4,61.0,53.2,46.6,61.0
17,Chicago,41.8843,-87.6324,2023-05-18,41.1,59.6,44.4,73.9,60.2,46.3,73.9
18,Chicago,41.8843,-87.6324,2023-05-19,55.3,66.3,58.1,74.6,66.3,58.1,74.6
19,Chicago,41.8843,-87.6324,2023-05-20,51.8,59.5,45.7,70.7,59.8,49.2,70.7
20,Chicago,41.8843,-87.6324,2023-05-21,40.6,66.9,54.0,79.8,66.9,54.0,79.8
21,Chicago,41.8843,-87.6324,2023-05-22,39.4,69.3,55.5,79.7,69.4,55.5,81.2
22,Chicago,41.8843,-87.6324,2023-05-23,38.3,71.5,60.2,81.3,72.1,60.2,83.7
23,Chicago,41.8843,-87.6324,2023-05-24,54.8,62.0,54.2,67.9,62.0,54.2,67.9
24,Chicago,41.8843,-87.6324,2023-05-25,44.9,54.1,44.6,60.7,54.3,49.5,60.7
25,Chicago,41.8843,-87.6324,2023-05-26,42.6,58.9,46.7,69.1,59.2,48.8,69.1
26,Chicago,41.8843,-87.6324,2023-05-27,39.6,61.9,46.9,71.5,62.0,48.0,71.5
27,Chicago,41.8843,-87.6324,2023-05-28,37.8,67.1,55.7,78.2,67.1,55.7,78.2
28,Chicago,41.8843,-87.6324,2023-05-29,38.5,70.0,55.0,80.3,70.6,55.0,82.5
29,Chicago,41.8843,-87.6324,2023-05-30,39.3,74.0,62.0,85.5,74.8,62.0,88.2
30,Chicago,41.8843,-87.6324,2023-05-31,50.9,79.0,69.4,89.5,78.9,69.4,89.7
31,Chicago,41.8843,-87.6324,2023-06-01,57.5,78.6,69.2,89.7,78.3,69.2,89.5
32,Chicago,41.8843,-87.6324,2023-06-02,44.5,78.0,67.9,86.5,79.2,67.9,89.6
33,Chicago,41.8843,-87.6324,2023-06-03,48.5,76.1,66.4,84.8,76.7,66.4,87.4
34,Chicago,41.8843,-87.6324,2023-06-04,43.8,70.9,63.0,75.9,70.9,63.0,75.9
35,Chicago,41.8843,-87.6324,2023-06-05,42.4,70.5,57.5,81.2,70.9,57.5,83.7
36,Chicago,41.8843,-87.6324,2023-06-06,53.7,68.6,61.8,76.8,68.6,61.8,76.8
37,Chicago,41.8843,-87.6324,2023-06-07,48.1,65.5,58.7,73.6,65.5,58.7,73.6
38,Chicago,41.8843,-87.6324,2023-06-08,45.5,64.6,54.8,73.8,64.6,54.8,73.8
39,Chicago,41.8843,-87.6324,2023-06-09,38.7,68.1,54.5,78.4,68.1,54.5,78.4
40,Chicago,41.8843,-87.6324,2023-06-10,31.7,73.9,61.3,82.5,74.8,61.3,85.6
41,Chicago,41.8843,-87.6324,2023-06-11,78.5,57.8,53.1,71.9,57.8,53.1,71.9
42,Chicago,41.8843,-87.6324,2023-06-12,52.1,59.9,50.8,68.4,59.9,50.8,68.4
43,Chicago,41.8843,-87.6324,2023-06-13,76.9,61.0,56.6,65.4,61.0,56.6,65.4
44,Chicago,41.8843,-87.6324,2023-06-14,74.6,65.3,59.0,72.6,65.3,59.0,72.6
45,Chicago,41.8843,-87.6324,2023-06-15,70.1,64.4,54.6,80.6,64.4,54.6,80.3
46,Chicago,41.8843,-87.6324,2023-06-16,73.8,59.2,53.4,66.4,59.2,53.4,66.4
47,Chicago,41.8843,-87.6324,2023-06-17,60.2,66.6,53.6,78.3,66.6,53.6,78.3
48,Chicago,41.8843,-87.6324,2023-06-18,51.8,72.5,61.6,82.5,73.0,61.6,84.6
49,Chicago,41.8843,-87.6324,2023-06-19,49.8,74.3,64.1,82.7,74.8,64.1,84.3
50,Chicago,41.8843,-87.6324,2023-06-20,51.8,73.2,61.5,81.8,73.4,61.5,82.5
51,Chicago,41.8843,-87.6324,2023-06-21,58.4,75.9,65.8,85.9,75.8,65.8,85.9
52,Chicago,41.8843,-87.6324,2023-06-22,52.1,75.5,68.3,83.0,75.7,68.3,83.9
53,Chicago,41.8843,-87.6324,2023-06-23,47.8,75.6,67.9,82.7,75.9,67.9,84.0
54,Chicago,41.8843,-87.6324,2023-06-24,49.2,78.6,65.7,88.7,78.9,65.7,90.8
55,Chicago,41.8843,-87.6324,2023-06-25,68.8,75.8,68.8,88.4,75.3,68.8,86.3
56,Chicago,41.8843,-87.6324,2023-06-26,72.3,71.5,68.8,74.5,71.5,68.8,74.5
57,Chicago,41.8843,-87.6324,2023-06-27,61.0,69.2,65.5,75.0,69.2,65.5,75.0
58,Chicago,41.8843,-87.6324,2023-06-28,57.0,71.7,59.3,82.7,71.9,59.3,83.8
59,Chicago,41.8843,-87.6324,2023-06-29,67.7,80.0,72.7,90.9,78.3,72.7,86.4
60,Chicago,41.8843,-87.6324,2023-06-30,69.3,81.5,71.4,92.0,80.1,71.4,89.1
61,Chicago,41.8843,-87.6324,2023-07-01,74.3,77.9,72.8,87.3,77.1,72.8,84.2
62,Chicago,41.8843,-87.6324,2023-07-02,88.8,69.8,65.9,74.8,69.8,65.9,74.8
63,Chicago,41.8843,-87.6324,2023-07-03,58.4,75.3,63.9,85.9,75.1,63.9,85.4
64,Chicago,41.8843,-87.6324,2023-07-04,56.3,82.4,69.8,91.6,81.5,69.8,91.5
65,Chicago,41.8843,-87.6324,2023-07-05,71.5,81.7,71.4,95.7,79.6,71.4,90.6
66,Chicago,41.8843,-87.6324,2023-07-06,72.9,73.3,69.4,79.5,73.3,69.4,79.5
67,Chicago,41.8843,-87.6324,2023-07-07,62.3,72.2,65.5,79.6,72.2,65.5,79.6
68,Chicago,41.8843,-87.6324,2023-07-08,71.5,68.9,64.7,74.5,68.9,64.7,74.5
69,Chicago,41.8843,-87.6324,2023-07-09,55.1,73.1,61.1,82.3,73.3,61.1,83.6
70,Chicago,41.8843,-87.6324,2023-07-10,54.2,76.3,65.1,84.6,76.4,65.1,85.1
71,Chicago,41.8843,-87.6324,2023-07-11,66.0,74.0,68.9,87.2,73.8,68.9,85.4
72,Chicago,41.8843,-87.6324,2023-07-12,81.9,68.9,64.2,77.3,68.9,64.2,77.3
73,Chicago,41.8843,-87.6324,2023-07-13,75.1,69.7,64.6,76.4,69.7,64.6,76.4
74,Chicago,41.8843,-87.6324,2023-07-14,69.2,79.7,69.4,92.6,78.2,69.4,90.0
75,Chicago,41.8843,-87.6324,2023-07-15,71.2,77.5,70.3,86.4,76.7,70.3,83.7
76,Chicago,41.8843,-87.6324,2023-07-16,59.4,74.6,67.1,80.8,74.6,67.1,80.6
77,Chicago,41.8843,-87.6324,2023-07-17,55.1,73.4,65.8,79.1,73.4,65.8,79.1
78,Chicago,41.8843,-87.6324,2023-07-18,56.9,71.3,63.4,77.4,71.3,63.4,77.4
79,Chicago,41.8843,-87.6324,2023-07-19,54.8,74.7,62.9,83.8,74.7,62.9,84.4
80,Chicago,41.8843,-87.6324,2023-07-20,57.4,78.9,71.5,89.4,78.5,71.5,86.8
81,Chicago,41.8843,-87.6324,2023-07-21,58.7,73.4,67.8,80.4,73.4,67.8,80.4
82,Chicago,41.8843,-87.6324,2023-07-22,57.3,73.3,64.5,83.1,73.5,64.5,84.4
83,Chicago,41.8843,-87.6324,2023-07-23,65.2,74.3,64.7,83.7,74.2,64.7,83.7
84,Chicago,41.8843,-87.6324,2023-07-24,59.5,77.8,69.3,85.7,77.6,69.3,85.5
85,Chicago,41.8843,-87.6324,2023-07-25,57.1,80.8,69.6,90.3,80.1,69.6,89.9
86,Chicago,41.8843,-87.6324,2023-07-26,71.2,85.6,75.1,98.8,81.6,75.1,89.1
87,Chicago,41.8843,-87.6324,2023-07-27,66.2,86.6,73.7,97.1,83.3,73.7,90.9
88,Chicago,41.8843,-87.6324,2023-07-28,72.2,87.4,73.0,103.9,82.6,73.0,91.8
89,Chicago,41.8843,-87.6324,2023-07-29,67.8,75.5,69.8,82.8,75.3,69.8,82.0
90,Chicago,41.8843,-87.6324,2023-07-30,59.5,73.7,68.7,78.5,73.7,68.7,78.5
91,Chicago,41.8843,-87.6324,2023-07-31,55.2,73.6,64.1,81.3,73.6,64.1,81.5
92,New York,40.7146,-74.0071,2023-05-01,60.6,56.0,44.5,61.0,56.3,50.0,61.0
93,New York,40.7146,-74.0071,2023-05-02,63.8,51.4,43.1,56.9,52.1,47.9,56.9
94,New York,40.7146,-74.0071,2023-05-03,60.8,50.8,43.8,57.7,51.8,47.9,57.7
95,New York,40.7146,-74.0071,2023-05-04,75.9,50.5,45.9,55.1,51.3,48.8,55.1
96,New York,40.7146,-74.0071,2023-05-05,69.0,55.4,51.0,63.0,55.4,51.0,63.0
97,New York,40.7146,-74.0071,2023-05-06,58.2,60.5,51.0,73.1,60.5,51.0,73.1
98,New York,40.7146,-74.0071,2023-05-07,47.3,65.6,55.2,76.9,65.6,55.2,76.9
99,New York,40.7146,-74.0071,2023-05-08,49.9,68.4,59.0,78.9,68.4,59.0,78.9
100,New York,40.7146,-74.0071,2023-05-09,39.2,61.7,56.0,66.9,61.7,56.0,66.9
101,New York,40.7146,-74.0071,2023-05-10,52.5,61.2,53.0,71.9,61.2,53.0,71.9
102,New York,40.7146,-74.0071,2023-05-11,40.5,68.0,56.2,79.2,68.0,56.2,79.2
103,New York,40.7146,-74.0071,2023-05-12,43.0,73.0,60.5,81.8,73.6,60.5,83.9
104,New York,40.7146,-74.0071,2023-05-13,44.5,73.5,68.2,79.1,73.5,68.2,79.1
105,New York,40.7146,-74.0071,2023-05-14,32.4,67.4,61.0,75.6,67.4,61.0,75.6
106,New York,40.7146,-74.0071,2023-05-15,35.6,64.6,55.9,73.2,64.6,55.9,73.2
107,New York,40.7146,-74.0071,2023-05-16,42.5,68.4,57.1,78.1,68.4,57.1,78.1
108,New York,40.7146,-74.0071,2023-05-17,39.5,62.3,55.0,69.3,62.3,55.0,69.3
109,New York,40.7146,-74.0071,2023-05-18,46.9,53.5,43.8,60.1,54.5,48.6,60.1
110,New York,40.7146,-74.0071,2023-05-19,63.8,59.9,53.9,67.0,59.9,53.9,67.0
111,New York,40.7146,-74.0071,2023-05-20,91.0,61.1,57.6,65.0,61.1,57.6,65.0
112,New York,40.7146,-74.0071,2023-05-21,60.9,64.7,56.0,71.0,64.7,56.0,71.0
113,New York,40.7146,-74.0071,2023-05-22,59.8,65.0,59.0,74.0,65.0,59.0,74.0
114,New York,40.7146,-74.0071,2023-05-23,63.1,60.5,56.9,67.7,60.5,56.9,67.7
115,New York,40.7146,-74.0071,2023-05-24,50.3,63.1,55.9,75.8,63.1,55.9,75.8
116,New York,40.7146,-74.0071,2023-05-25,47.9,60.8,52.0,69.9,60.8,52.0,69.9
117,New York,40.7146,-74.0071,2023-05-26,41.4,64.8,56.7,74.7,64.8,56.7,74.7
118,New York,40.7146,-74.0071,2023-05-27,41.6,66.9,60.0,77.0,66.9,60.0,77.0
119,New York,40.7146,-74.0071,2023-05-28,44.4,67.1,59.1,76.0,67.1,59.1,76.0
120,New York,40.7146,-74.0071,2023-05-29,53.6,67.8,61.1,76.9,67.8,61.1,76.9
121,New York,40.7146,-74.0071,2023-05-30,59.0,62.2,56.0,69.2,62.2,56.0,69.2
122,New York,40.7146,-74.0071,2023-05-31,66.3,63.6,55.0,73.2,63.6,55.0,73.2
123,New York,40.7146,-74.0071,2023-06-01,64.4,69.6,61.0,82.1,69.6,61.0,82.3
124,New York,40.7146,-74.0071,2023-06-02,60.0,73.0,63.2,85.6,73.3,63.2,86.1
125,New York,40.7146,-74.0071,2023-06-03,68.7,65.8,57.8,70.0,65.8,57.8,70.0
126,New York,40.7146,-74.0071,2023-06-04,58.2,60.8,53.0,69.9,60.8,53.0,69.9
127,New York,40.7146,-74.0071,2023-06-05,50.3,66.5,57.7,75.8,66.5,57.7,75.8
128,New York,40.7146,-74.0071,2023-06-06,43.1,69.2,62.8,79.5,69.3,62.8,80.7
129,New York,40.7146,-74.0071,2023-06-07,46.2,65.1,59.0,71.7,65.1,59.0,71.7
130,New York,40.7146,-74.0071,2023-06-08,51.5,64.9,57.7,71.9,64.9,57.7,71.9
131,New York,40.7146,-74.0071,2023-06-09,57.4,65.1,59.0,71.8,65.1,59.0,71.8
132,New York,40.7146,-74.0071,2023-06-10,55.4,68.4,59.0,78.9,68.4,59.0,78.9
133,New York,40.7146,-74.0071,2023-06-11,62.7,71.8,65.9,80.3,71.8,65.9,80.1
134,New York,40.7146,-74.0071,2023-06-12,77.3,70.3,66.3,75.1,70.3,66.3,75.1
135,New York,40.7146,-74.0071,2023-06-13,60.6,71.2,65.0,78.2,71.2,65.0,78.2
136,New York,40.7146,-74.0071,2023-06-14,65.7,68.5,65.0,76.9,68.5,65.0,76.9
137,New York,40.7146,-74.0071,2023-06-15,57.9,70.3,62.0,78.9,70.3,62.0,78.9
138,New York,40.7146,-74.0071,2023-06-16,65.6,68.8,65.0,80.0,68.8,65.0,80.0
139,New York,40.7146,-74.0071,2023-06-17,60.2,69.7,62.9,78.9,69.7,62.9,78.9
140,New York,40.7146,-74.0071,2023-06-18,51.5,72.3,64.1,80.6,72.3,64.1,80.9
141,New York,40.7146,-74.0071,2023-06-19,64.5,71.3,66.8,78.3,71.3,66.8,78.3
142,New York,40.7146,-74.0071,2023-06-20,67.1,69.2,64.1,77.0,69.2,64.1,77.0
143,New York,40.7146,-74.0071,2023-06-21,67.0,66.6,62.1,71.9,66.6,62.1,71.9
144,New York,40.7146,-74.0071,2023-06-22,71.9,65.5,60.2,71.0,65.5,60.2,71.0
145,New York,40.7146,-74.0071,2023-06-23,87.9,67.2,65.0,70.2,67.2,65.0,70.2
146,New York,40.7146,-74.0071,2023-06-24,86.1,72.5,68.1,79.0,72.5,68.1,79.0
147,New York,40.7146,-74.0071,2023-06-25,78.3,75.5,69.9,87.1,75.1,69.9,84.5
148,New York,40.7146,-74.0071,2023-06-26,84.4,72.8,69.8,79.0,72.8,69.8,79.0
149,New York,40.7146,-74.0071,2023-06-27,83.8,72.0,66.9,83.1,71.9,66.9,80.7
150,New York,40.7146,-74.0071,2023-06-28,71.1,74.5,68.0,83.8,74.1,68.0,82.1
151,New York,40.7146,-74.0071,2023-06-29,61.8,74.4,66.7,82.6,74.4,66.7,82.9
152,New York,40.7146,-74.0071,2023-06-30,64.8,75.9,69.2,84.2,75.8,69.2,83.9
153,New York,40.7146,-74.0071,2023-07-01,64.2,74.6,69.2,81.6,74.5,69.2,81.0
154,New York,40.7146,-74.0071,2023-07-02,78.1,78.0,71.0,92.9,76.9,71.0,87.8
155,New York,40.7146,-74.0071,2023-07-03,71.3,82.5,74.0,93.6,80.3,74.0,88.1
156,New York,40.7146,-74.0071,2023-07-04,84.5,75.8,73.2,86.3,75.7,73.2,82.0
157,New York,40.7146,-74.0071,2023-07-05,69.7,82.7,73.0,94.6,81.1,73.0,91.9
158,New York,40.7146,-74.0071,2023-07-06,70.8,82.2,75.0,93.3,80.8,75.0,88.1
159,New York,40.7146,-74.0071,2023-07-07,78.9,80.0,74.1,90.8,78.5,74.1,86.0
160,New York,40.7146,-74.0071,2023-07-08,81.1,79.6,75.0,92.2,78.3,75.0,87.2
161,New York,40.7146,-74.0071,2023-07-09,83.3,78.1,75.0,84.5,77.4,75.0,81.0
162,New York,40.7146,-74.0071,2023-07-10,71.1,79.1,72.0,89.6,78.5,72.0,87.8
163,New York,40.7146,-74.0071,2023-07-11,51.9,80.5,71.0,89.3,80.0,71.0,88.0
164,New York,40.7146,-74.0071,2023-07-12,53.8,83.2,74.2,91.7,82.6,74.2,91.0
165,New York,40.7146,-74.0071,2023-07-13,64.9,86.1,76.0,95.5,82.5,76.0,88.0
166,New York,40.7146,-74.0071,2023-07-14,74.6,80.6,73.9,90.5,78.7,73.9,84.7
167,New York,40.7146,-74.0071,2023-07-15,82.3,81.1,72.0,97.0,78.8,72.0,88.9
168,New York,40.7146,-74.0071,2023-07-16,94.6,76.8,75.2,78.8,76.8,75.2,78.8
169,New York,40.7146,-74.0071,2023-07-17,74.0,82.9,74.3,94.1,80.9,74.3,89.0
170,New York,40.7146,-74.0071,2023-07-18,77.6,79.0,73.3,90.3,78.0,73.3,83.9
171,New York,40.7146,-74.0071,2023-07-19,73.9,76.7,74.0,85.4,76.4,74.0,82.0
172,New York,40.7146,-74.0071,2023-07-20,66.1,79.1,73.1,87.1,78.9,73.1,85.9
173,New York,40.7146,-74.0071,2023-07-21,68.7,79.8,73.1,90.6,78.9,73.1,87.8
174,New York,40.7146,-74.0071,2023-07-22,53.2,77.9,71.0,84.3,78.1,71.0,85.8
175,New York,40.7146,-74.0071,2023-07-23,54.4,80.0,73.0,90.0,79.8,73.0,90.7
176,New York,40.7146,-74.0071,2023-07-24,63.6,79.2,74.1,86.6,78.6,74.1,84.8
177,New York,40.7146,-74.0071,2023-07-25,74.7,76.6,71.0,90.0,75.7,71.0,85.9
178,New York,40.7146,-74.0071,2023-07-26,68.8,78.5,69.1,89.3,77.4,69.1,86.0
179,New York,40.7146,-74.0071,2023-07-27,69.8,87.1,74.9,99.4,82.8,74.9,90.0
180,New York,40.7146,-74.0071,2023-07-28,65.4,86.9,77.0,97.7,84.0,77.0,91.9
181,New York,40.7146,-74.0071,2023-07-29,69.6,83.4,75.8,94.0,81.1,75.8,88.1
182,New York,40.7146,-74.0071,2023-07-30,54.0,74.6,66.8,81.9,74.7,66.8,82.8
183,New York,40.7146,-74.0071,2023-07-31,50.9,75.6,69.1,81.4,75.6,69.1,82.1
184,Los Angeles,34.0536,-118.245,2023-05-01,74.9,60.1,57.0,65.4,60.1,57.0,65.4
185,Los Angeles,34.0536,-118.245,2023-05-02,62.7,58.4,53.5,64.5,58.4,53.5,64.5
186,Los Angeles,34.0536,-118.245,2023-05-03,60.4,58.1,50.5,64.7,58.1,50.5,64.7
187,Los Angeles,34.0536,-118.245,2023-05-04,72.3,58.3,52.9,64.6,58.3,52.9,64.6
188,Los Angeles,34.0536,-118.245,2023-05-05,62.6,60.5,56.9,66.7,60.5,56.9,66.7
189,Los Angeles,34.0536,-118.245,2023-05-06,61.4,60.9,53.8,67.4,60.9,53.8,67.4
190,Los Angeles,34.0536,-118.245,2023-05-07,64.8,61.7,55.7,69.1,61.7,55.7,69.1
191,Los Angeles,34.0536,-118.245,2023-05-08,68.6,63.5,57.6,70.4,63.5,57.6,70.4
192,Los Angeles,34.0536,-118.245,2023-05-09,72.6,60.9,57.8,65.8,60.9,57.8,65.8
193,Los Angeles,34.0536,-118.245,2023-05-10,65.2,61.7,56.3,67.9,61.7,56.3,67.9
194,Los Angeles,34.0536,-118.245,2023-05-11,68.8,62.0,57.5,68.8,62.0,57.5,68.8
195,Los Angeles,34.0536,-118.245,2023-05-12,72.6,62.8,56.2,72.1,62.8,56.2,72.1
196,Los Angeles,34.0536,-118.245,2023-05-13,75.6,64.0,58.1,72.5,64.0,58.1,72.5
197,Los Angeles,34.0536,-118.245,2023-05-14,75.8,65.0,60.8,75.0,65.0,60.8,75.0
198,Los Angeles,34.0536,-118.245,2023-05-15,75.6,64.9,62.1,70.3,64.9,62.1,70.3
199,Los Angeles,34.0536,-118.245,2023-05-16,77.9,63.4,60.1,70.8,63.4,60.1,70.8
200,Los Angeles,34.0536,-118.245,2023-05-17,79.3,62.4,57.9,69.8,62.4,57.9,69.8
201,Los Angeles,34.0536,-118.245,2023-05-18,74.4,64.4,60.4,72.7,64.4,60.4,72.7
202,Los Angeles,34.0536,-118.245,2023-05-19,78.4,63.7,61.2,67.8,63.7,61.2,67.8
203,Los Angeles,34.0536,-118.245,2023-05-20,75.6,65.6,62.0,72.2,65.6,62.0,72.2
204,Los Angeles,34.0536,-118.245,2023-05-21,77.5,64.9,61.0,71.4,64.9,61.0,71.4
205,Los Angeles,34.0536,-118.245,2023-05-22,80.6,64.0,61.8,68.8,64.0,61.8,68.8
206,Los Angeles,34.0536,-118.245,2023-05-23,82.0,62.7,60.8,64.6,62.7,60.8,64.6
207,Los Angeles,34.0536,-118.245,2023-05-24,74.6,62.7,59.0,66.7,62.7,59.0,66.7
208,Los Angeles,34.0536,-118.245,2023-05-25,63.5,63.2,61.3,65.9,63.2,61.3,65.9
209,Los Angeles,34.0536,-118.245,2023-05-26,64.2,63.3,59.4,68.1,63.3,59.4,68.1
210,Los Angeles,34.0536,-118.245,2023-05-27,68.2,63.6,60.3,69.1,63.6,60.3,69.1
211,Los Angeles,34.0536,-118.245,2023-05-28,73.3,63.4,60.6,67.3,63.4,60.6,67.3
212,Los Angeles,34.0536,-118.245,2023-05-29,72.3,64.7,62.1,69.7,64.7,62.1,69.7
213,Los Angeles,34.0536,-118.245,2023-05-30,66.1,64.0,61.3,68.5,64.0,61.3,68.5
214,Los Angeles,34.0536,-118.245,2023-05-31,67.1,63.3,61.0,67.7,63.3,61.0,67.7
215,Los Angeles,34.0536,-118.245,2023-06-01,70.3,63.7,62.0,66.7,63.7,62.0,66.7
216,Los Angeles,34.0536,-118.245,2023-06-02,66.1,65.4,61.2,71.0,65.4,61.2,71.0
217,Los Angeles,34.0536,-118.245,2023-06-03,70.1,64.8,59.0,71.6,64.8,59.0,71.6
218,Los Angeles,34.0536,-118.245,2023-06-04,74.5,64.0,61.7,70.7,64.0,61.7,70.7
219,Los Angeles,34.0536,-118.245,2023-06-05,71.7,62.6,60.2,67.4,62.6,60.2,67.4
220,Los Angeles,34.0536,-118.245,2023-06-06,62.1,63.2,60.8,66.4,63.2,60.8,66.4
